elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,step_ms_per_generation,candidate_build_ms_per_generation,candidate_evaluate_ms_per_generation,row_compute_estimated_ms_per_generation,next_insert_estimated_ms_per_generation,rows_evaluated_per_generation,timing_samples
461.002,3946,10,10.813,59.895,1055,20,16.696,92.480,52.750,100.175,0.019,0.007,0.011,0.016,0.004,479.727,11
462.002,3956,10,9.997,59.904,1079,20,16.693,100.025,53.950,100.161,0.019,0.007,0.011,0.015,0.003,480.200,10
463.018,3966,10,9.841,60.043,1052,20,16.655,101.619,52.600,99.928,0.020,0.007,0.012,0.017,0.004,478.900,10
464.035,3976,10,9.839,59.930,1123,20,16.686,101.635,56.150,100.117,0.018,0.007,0.011,0.015,0.003,489.300,10
465.035,3986,10,9.994,60.135,1092,21,16.629,100.058,52.000,99.775,0.020,0.007,0.011,0.016,0.004,495.900,10
466.035,3996,10,10.000,59.975,1085,22,16.674,100.001,49.318,100.041,0.024,0.009,0.013,0.017,0.004,491.700,10
467.052,4006,10,9.836,59.913,1133,22,16.691,101.668,51.500,100.145,0.020,0.007,0.011,0.014,0.004,488.200,10
468.068,4016,10,9.842,60.081,1178,22,16.644,101.600,53.545,99.865,0.019,0.007,0.011,0.015,0.003,486.700,10
469.085,4026,10,9.836,60.021,1139,23,16.661,101.668,49.522,99.965,0.023,0.009,0.013,0.018,0.004,498.300,10
470.102,4037,10,10.814,59.917,1131,21,16.690,92.474,53.857,100.139,0.023,0.009,0.013,0.015,0.003,496.727,11
471.102,4047,10,9.998,59.972,1100,22,16.674,100.022,50.000,100.047,0.020,0.007,0.011,0.011,0.003,498.000,10
472.102,4057,10,9.998,59.897,1150,22,16.695,100.021,52.273,100.172,0.020,0.007,0.011,0.013,0.003,498.500,10
473.119,4067,10,9.831,59.989,1207,23,16.670,101.718,52.478,100.018,0.022,0.008,0.012,0.016,0.003,501.300,10
474.120,4077,10,9.996,59.996,1086,22,16.668,100.038,49.364,100.006,0.023,0.008,0.013,0.015,0.004,508.300,10
475.134,4087,10,9.863,60.250,1022,22,16.598,101.386,46.455,99.585,0.022,0.008,0.013,0.019,0.004,496.700,10
476.135,4097,10,9.990,59.786,993,23,16.726,100.105,43.174,100.358,0.020,0.007,0.012,0.015,0.004,493.400,10
477.152,4107,10,9.832,59.980,1013,24,16.672,101.704,42.208,100.034,0.023,0.009,0.013,0.017,0.005,484.400,10
478.168,4117,10,9.839,59.974,1022,22,16.674,101.638,46.455,100.043,0.025,0.009,0.015,0.018,0.005,484.100,10
479.168,4127,10,9.998,59.804,1047,23,16.721,100.021,45.522,100.328,0.021,0.007,0.012,0.014,0.003,491.800,10
480.248,4138,10,10.191,43.583,1039,22,22.945,98.124,47.227,137.668,0.025,0.008,0.015,0.019,0.005,492.000,11
481.252,4148,10,9.958,59.849,1091,22,16.709,100.420,49.591,100.252,0.031,0.010,0.016,0.022,0.006,481.700,10
482.252,4158,10,9.999,60.056,1112,23,16.651,100.015,48.348,99.907,0.027,0.010,0.015,0.018,0.007,486.300,10
483.254,4168,10,9.976,56.821,1050,22,17.599,100.240,47.727,105.595,0.029,0.011,0.016,0.022,0.005,487.100,10
484.255,4178,10,9.997,59.946,1065,21,16.682,100.032,50.714,100.090,0.030,0.010,0.015,0.018,0.006,484.300,10
485.256,4188,10,9.990,59.908,1152,21,16.692,100.096,54.857,100.154,0.029,0.009,0.018,0.020,0.005,494.100,10
486.272,4198,10,9.840,59.874,1233,22,16.702,101.627,56.045,100.210,0.029,0.008,0.018,0.016,0.005,504.400,10
487.289,4209,10,10.812,59.911,1199,22,16.691,92.486,54.500,100.148,0.035,0.012,0.016,0.019,0.005,503.364,11
488.306,4219,10,9.840,59.920,1278,22,16.689,101.626,58.091,100.134,0.024,0.009,0.014,0.015,0.004,497.800,10
489.322,4229,10,9.836,59.964,1256,23,16.677,101.664,54.609,100.060,0.028,0.009,0.016,0.018,0.006,503.600,10
490.335,4239,10,9.876,60.059,1260,24,16.650,101.256,52.500,99.902,0.029,0.010,0.016,0.020,0.006,506.800,10
491.352,4249,10,9.835,59.965,1403,23,16.676,101.680,61.000,100.058,0.021,0.007,0.012,0.013,0.003,511.700,10
492.352,4259,10,9.999,60.197,1385,24,16.612,100.009,57.708,99.672,0.027,0.009,0.016,0.018,0.006,511.500,10
493.366,4269,10,9.856,59.914,1328,23,16.691,101.465,57.739,100.143,0.032,0.010,0.020,0.020,0.006,505.500,10
494.368,4279,10,9.983,59.896,1268,25,16.696,100.167,50.720,100.174,0.033,0.014,0.017,0.023,0.005,495.300,10
495.384,4289,10,9.840,60.116,1289,24,16.635,101.624,53.708,99.807,0.024,0.009,0.014,0.017,0.004,499.100,10
496.385,4299,10,9.998,59.943,1163,23,16.682,100.025,50.565,100.095,0.028,0.008,0.017,0.015,0.004,494.100,10
497.402,4310,10,10.807,60.111,1260,23,16.636,92.529,54.783,99.816,0.025,0.008,0.015,0.015,0.004,486.273,11
498.418,4320,10,9.849,59.959,1254,24,16.678,101.535,52.250,100.069,0.024,0.008,0.013,0.017,0.004,485.400,10
499.434,4330,10,9.835,60.174,1268,23,16.618,101.673,55.130,99.710,0.026,0.009,0.014,0.015,0.005,484.300,10
500.452,4340,10,9.832,60.029,1286,23,16.659,101.707,55.913,99.951,0.022,0.007,0.013,0.016,0.004,486.400,10
501.466,4350,10,9.855,60.192,1209,24,16.614,101.468,50.375,99.681,0.019,0.007,0.011,0.013,0.003,490.800,10
502.467,4360,10,9.995,59.913,1153,25,16.691,100.053,46.120,100.146,0.101,0.008,0.091,0.014,0.004,499.800,10
503.467,4370,10,9.999,60.024,1223,23,16.660,100.011,53.174,99.961,0.037,0.018,0.017,0.017,0.004,498.900,10
504.483,4380,10,9.843,60.106,1156,23,16.637,101.592,50.261,99.823,0.025,0.008,0.014,0.017,0.004,500.000,10
505.485,4390,10,9.976,59.983,1224,23,16.671,100.239,53.217,100.028,0.024,0.009,0.013,0.014,0.004,505.800,10
506.500,4401,10,10.836,59.971,1267,23,16.675,92.286,55.087,100.049,0.024,0.008,0.014,0.016,0.004,500.545,11
507.501,4411,10,9.989,60.141,1212,25,16.628,100.114,48.480,99.765,0.021,0.007,0.012,0.014,0.004,503.500,10
508.517,4421,10,9.851,59.849,1293,23,16.709,101.514,56.217,100.252,0.022,0.007,0.013,0.016,0.003,507.500,10
509.533,4431,10,9.838,60.040,1368,22,16.656,101.651,62.182,99.934,0.024,0.008,0.014,0.015,0.004,521.400,10
510.533,4441,10,9.998,59.946,1406,22,16.682,100.024,63.909,100.091,0.020,0.007,0.012,0.014,0.004,524.800,10
511.550,4451,10,9.834,59.846,1349,22,16.710,101.688,61.318,100.258,0.023,0.008,0.013,0.016,0.004,527.900,10
512.552,4461,10,9.986,60.010,1309,22,16.664,100.136,59.500,99.983,0.022,0.008,0.013,0.014,0.004,527.600,10
513.567,4471,10,9.852,59.965,1341,22,16.676,101.505,60.955,100.058,0.022,0.007,0.013,0.015,0.005,532.500,10
514.583,4481,10,9.834,60.146,1325,23,16.626,101.686,57.609,99.757,0.020,0.007,0.012,0.012,0.003,537.900,10
515.585,4491,10,9.989,59.999,1318,23,16.667,100.114,57.304,100.001,0.023,0.008,0.013,0.014,0.004,537.600,10
516.585,4501,10,9.997,60.217,1301,24,16.607,100.025,54.208,99.640,0.021,0.007,0.012,0.016,0.004,540.000,10
517.600,4512,10,10.834,59.995,1228,25,16.668,92.299,49.120,100.008,0.020,0.007,0.012,0.014,0.004,531.000,11
518.617,4522,10,9.839,59.983,1189,24,16.671,101.638,49.542,100.029,0.021,0.007,0.012,0.014,0.003,538.600,10
519.633,4532,10,9.838,60.209,1167,26,16.609,101.650,44.885,99.653,0.021,0.007,0.012,0.014,0.003,538.500,10
520.650,4542,10,9.832,60.022,1166,24,16.661,101.711,48.583,99.964,0.021,0.007,0.012,0.013,0.004,543.000,10
521.652,4552,10,9.985,59.781,1068,22,16.728,100.148,48.545,100.366,0.021,0.007,0.013,0.016,0.003,538.600,10
522.666,4562,10,9.856,59.985,1067,23,16.671,101.463,46.391,100.025,0.020,0.007,0.012,0.011,0.003,528.600,10
523.666,4572,10,9.999,60.272,1025,23,16.592,100.008,44.565,99.549,0.019,0.007,0.011,0.012,0.003,520.200,10
524.667,4582,10,9.995,59.980,1058,23,16.672,100.049,46.000,100.033,0.022,0.007,0.013,0.017,0.004,519.700,10
525.682,4592,10,9.850,59.772,1026,23,16.730,101.525,44.609,100.382,0.022,0.008,0.013,0.014,0.004,521.300,10
526.682,4602,10,9.999,60.016,1065,23,16.662,100.013,46.304,99.974,0.021,0.007,0.013,0.013,0.004,524.600,10
